comment_id,comment,user_id,user_name,comment_time,comment_likes,total_reply_count,is_top_level_comment,video_title,channel_title,video_published_at,video_views,video_likes,relacion_evento,evento,tipo_evento,condiciones_cuenta,duration_timedelta,duration_seconds,translated_text,polarity,Sentimiento
UgyMDY6PvKUuI4eMDQt4AaABAg,"<b>Aleluya!! El devocional diario de jesús ha sido una gran parte de mi transformación, Dios es bueno 🙌🏻🙌🏻🙌🏻🙌🏻 Tenía un préstamo de 34,000 para la cirugía cerebral de mi hijo, ahora ya no tengo deudas después de que invertí $3,000 y Recibí mi pago de $6,500 cada diez días, Dios bendiga a la Sra. Elena J Sadur</b>",UC8AKCeGTrzUACRudakghCEg,@melissadaniels7724,2024-04-24 21:17:26+00:00,13,12,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"<b>Hallelujah!! The daily devotional of Jesus has been a big part of my transformation, God is good 🙌🏻🙌🏻🙌🏻🙌🏻 I had a loan of 34,000 for my son's brain surgery, now I am debt free after I invested $3,000 and received my payment of $6,500 every ten days, God bless Mrs. Elena J Sadur</b>",0.22000000000000003,Positivo
UgyMDY6PvKUuI4eMDQt4AaABAg.A2cg9lITuQ7A2cgCqYwDpL,"Wow, conoces también a Elena j Sadur?",UCdrbs7zvhDW_wVYrGzCs-tQ,@budgetmobileptyltd,2024-04-24 21:17:51+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Wow, do you also know Elena j Sadur?",0.1,Positivo
UgyMDY6PvKUuI4eMDQt4AaABAg.A2cg9lITuQ7A2cgFa28T2-,"Alrededor de 6000 en sólo dos semanas, ella en realidad envió de parte de Dios.",UCzByiPuteQEfVbqNUcN8oPw,@VeronicaPascual-ho6qf,2024-04-24 21:18:13+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Around 6000 in just two weeks, she actually sent from God.",0.0,Neutral
UgyMDY6PvKUuI4eMDQt4AaABAg.A2cg9lITuQ7A2cgIZQhdyY,Ver todo esto en YouTube me emocionó porque la primera vez que la conocí fue en una reunión en París donde comencé con 12k y ella me hizo unos 38.000 en un mes.,UCZCt7rDTYLfsR4Y3cCehWOw,@RitaPinto-xy2lx,2024-04-24 21:18:38+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,Seeing all this on YouTube got me excited because the first time I met her was at a meetup in Paris where I started with 12k and she made me about 38k in a month.,0.3125,Positivo
UgyMDY6PvKUuI4eMDQt4AaABAg.A2cg9lITuQ7A2cgLdRjUXW,"Ahora estoy feliz y seguiré predicando en tu nombre al mundo entero al escuchar que me salvaste de una enorme deuda financiera, te estaré eternamente agradecido, invierto y gano desde EL Salvador, muy confiable y legitimo.",UCEGbQXt2hIo5wK6ul8q7ypQ,@LauraSuarez-hw9ps,2024-04-24 21:19:03+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Now I am happy and I will continue preaching in your name to the entire world upon hearing that you saved me from a huge financial debt, I will be eternally grateful to you, I invest and earn from El Salvador, very reliable and legitimate.",0.28,Positivo
UgyMDY6PvKUuI4eMDQt4AaABAg.A2cg9lITuQ7A2cgOsrxrbF,Es una mujer increíble y ha estado administrando mis acciones durante años.,UCqoS9wezCtCQS5jtU8_4FlA,@SofiaSilva-uw4xo,2024-04-24 21:19:30+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,She is an amazing woman and has been managing my stock for years.,0.6000000000000001,Positivo
UgzCUr39k5veGySyBEN4AaABAg,Se dieron cuenta como el irrespetuoso de Adrián Murano se rie de Juan Grabois cuando lo estaban presentando??  Cada día se lo soporta menos a Murano en El Destape,UCS8QTFsUY6v5BQgY3RBqxPA,@LaGraboneta,2024-04-24 21:17:24+00:00,6,5,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,Did you notice how disrespectful Adrián Murano laughed at Juan Grabois when they were introducing him? Murano is less and less tolerated every day on El Destape,0.12222222222222223,Positivo
UgzCUr39k5veGySyBEN4AaABAg.A2cg9c4-9NMA2cpLyN672y,jaja,UCfe-0px6mFoRjSAwqiP1B4w,@davidpepice,2024-04-24 22:37:44+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,eggs,0.0,Neutral
UgzCUr39k5veGySyBEN4AaABAg.A2cg9c4-9NMA2d5874PxM1,"eso no es un programa , es un inodoro",UC9v0fwwn6YF_iq3cFfeQnLQ,@EduardoMaio66,2024-04-25 01:04:24+00:00,4,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"That's not a program, it's a toilet.",-0.03333333333333333,Negativo
UgzCUr39k5veGySyBEN4AaABAg.A2cg9c4-9NMA2dBhOT8Ziv,Todo el país se ríe de grabios... Es un chiste ese zurdito,UCawfOqYVrRaKpcL7MXxQRIw,@FSanti81,2024-04-25 02:01:47+00:00,2,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,The whole country is laughing at Grabios... That lefty is a joke,0.2,Positivo
UgzCUr39k5veGySyBEN4AaABAg.A2cg9c4-9NMA2dN5UfJ61p,​@@FSanti81yo no me parece excelente y lo volveria a votar los mileistas tienen q lavarse la boca antes de hablar de grabois,UCc3_bUPBi7-dvkF0bw08lFg,@esternoemi3144,2024-04-25 03:41:19+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,@@FSanti81I don't think it's excellent and I would vote for it again. The mileistas have to wash their mouths before talking about Grabois.,1.0,Positivo
UgzCUr39k5veGySyBEN4AaABAg.A2cg9c4-9NMA2e5cnpAB-D,"Amigo, el destape es obviamente kuka, dan asco, grabobo también, es un pobre waso!!!",UCyY8ghQzShIM7yzvhkMS8DA,@enriquetrincado9737,2024-04-25 10:27:58+00:00,1,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Friend, the uncovering is obviously kuka, they are disgusting, grabobo too, it is a poor waso!!!",-0.59375,Negativo
UgzQQhhFGX-eu56ab1d4AaABAg,Una pena que politicen (partidicen) una marcha tan noble,UCccpAFHrlo0isbFHX6vrhbg,@BioJero,2024-04-24 21:16:40+00:00,5,0,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,It's a shame that they politicize (participant) such a noble march.,0.3,Positivo
Ugyv9wWKOgiWf9mT2Kx4AaABAg,Grande y Grande Juan ❤,UCESecrsG87rlPCfN_C3PAKA,@noragalera9589,2024-04-24 21:15:43+00:00,13,0,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,Big and Big Juan ❤,0.0,Neutral
Ugw4HO6dyU3Nax4X3Hp4AaABAg,Pero claro lo que apoyan es xque. No quieren. Salir a trabajar  aguante Milei yo tuve cuatro hijo  nunca Nadia daba nada teníamos que salir a trabajar   y soy jubilada,UC22cpwd1qBCjGIpJ0zc-_rw,@cristinaacosta3381,2024-04-24 21:11:43+00:00,2,0,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"But of course they support it because they don't want to. Go out to work, support Milei, I had four children, Nadia never gave anything, we had to go out to work and I'm retired.",0.0,Neutral
UgzR7xvd7cYg6fDWy2B4AaABAg,"Próxima marcha, por la gente que no recibe medicamentos!",UCf5GbbEfmRq0_aK9XkUNMOw,@guillerminaarias3820,2024-04-24 21:11:33+00:00,14,5,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Next march, for people who do not receive medicines!",0.0,Neutral
UgzR7xvd7cYg6fDWy2B4AaABAg.A2cfUgbtd7kA2cgvHdT6Yb,"cual, la real que no recibe desde hace por lo menos 3 años o la que se inventaron ahora?",UCeRPV_fjK31AExlXQLsjepA,@elfanthasma433,2024-04-24 21:24:03+00:00,1,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Which one, the real one that hasn't been received for at least 3 years or the one they invented now?",-0.04999999999999999,Negativo
UgzR7xvd7cYg6fDWy2B4AaABAg.A2cfUgbtd7kA2chmZeBkm0,​@@elfanthasma433 los de ayer.. Los de hace 3 años no cuentan,UC5yE0foxtZPvNEdzNQpVC3A,@aquilesmt1837,2024-04-24 21:31:36+00:00,1,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,@@elfanthasma433 those from yesterday... Those from 3 years ago don't count,0.0,Neutral
UgzR7xvd7cYg6fDWy2B4AaABAg.A2cfUgbtd7kA2cjj0LJDZH,@@aquilesmt1837los Vip de la Chorra K se los afanaron y casi me olvido El Tuerto también estaba en la joda hasta q se tomo uno del labotorio cubano 🚀.,UCgAWyQxoXP6bNOc3hGRgg-w,@LuisGuzman-zc1nf,2024-04-24 21:48:35+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,@@aquilesmt1837the VIPs of Chorra K stole them and I almost forgot El Tuerto was also in the party until he took one from the Cuban laboratory 🚀.,0.0,Neutral
UgzR7xvd7cYg6fDWy2B4AaABAg.A2cfUgbtd7kA2cmNkEJZWd,PONGANSE A LABURAR Y DEJEN DE JODERLE LA VIDA A LA GENTE,UCYb5qTZLNPeKG7KfA0BJsrg,@asterixmusic4928,2024-04-24 22:11:47+00:00,0,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,GET TO WORK AND STOP SCREWING UP PEOPLE'S LIVES,0.0,Neutral
UgzR7xvd7cYg6fDWy2B4AaABAg.A2cfUgbtd7kA2crXVZCOYw,AGRADECELE A LA CHORRA KRETINA !!!!,UC7bKP1xwfKVkbEA4Y-U-8yg,@danielnicolas9521,2024-04-24 22:56:47+00:00,1,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,THANK THE KRETINA BUNCH!!!!,0.0,Neutral
UgywVmGWSBb3ORrw4e54AaABAg,Es el ladrón  más grande ustedes quieren volver con los ladrones.,UC22cpwd1qBCjGIpJ0zc-_rw,@cristinaacosta3381,2024-04-24 21:09:39+00:00,5,0,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,He is the biggest thief you want to go back to the thieves.,0.0,Neutral
UgyNuABY0RgTdNfK_pN4AaABAg,Juancinto date una vuelta por el campo uno se levanta a las 4 de la mañana nos tomamos unos mates y a laburar todo el día.te animas así producís para la gente de menos recursos sin cobrar un sueldo la gente te levanta en los brazos y sería querido como un héroe nacional.,UCgAWyQxoXP6bNOc3hGRgg-w,@LuisGuzman-zc1nf,2024-04-24 21:08:31+00:00,17,3,True,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,"Juancinto, take a walk around the countryside. One gets up at 4 in the morning, we drink some mate and work all day. If you get motivated, you can produce for the poor without receiving a salary. People lift you up in their arms and you would be loved like a national hero.",0.14999999999999997,Positivo
UgyNuABY0RgTdNfK_pN4AaABAg.A2cf8W0euQPA2cupjbuj3y,O sea que lo que le propones es que trabaje gratis. ¿ Que tipo de persona le pide a otro que trabaje gratis para que lo quieran? ¿Esclavista? feudalista?¿Fascista?,UCsdD8k0BAsrWLEnoKTFOu8A,@robertobeghe100,2024-04-24 23:25:38+00:00,3,0,False,"Juan Grabois: ""La Marcha Federal Universitaria debe ser una bisagra""",El Destape,2024-04-24 20:30:03+00:00,21928,454,Si,Marcha federal universitaria,Desfavorable,En contra,0 days 00:18:55,1135.0,So what you're proposing is that he should work for free. What kind of person asks someone to work for free so that they'll love him? A slave owner? A feudalist? A fascist?,0.475,Positivo
